t	x	y	z
66.1000	-27.9673	2.4998	0.0000
66.2000	-28.2173	-0.1960	0.0000
66.3000	-28.1977	-2.9167	0.0000
66.4000	-27.9060	-5.6354	0.0000
66.5000	-27.3425	-8.3250	0.0000
66.6000	-26.5099	-10.9583	0.0000
66.7000	-25.4141	-13.5083	0.0000
66.8000	-24.0633	-15.9487	0.0000
66.9000	-22.4684	-18.2540	0.0000
67.0000	-20.6430	-20.3999	0.0000
67.1000	-18.6030	-22.3632	0.0000
67.2000	-16.3667	-24.1225	0.0000
67.3000	-13.9545	-25.6581	0.0000
67.4000	-11.3886	-26.9526	0.0000
67.5000	-8.6934	-27.9905	0.0000
67.6000	-5.8943	-28.7588	0.0000
67.7000	-3.0185	-29.2472	0.0000
67.8000	-0.0937	-29.4481	0.0000
67.9000	2.8511	-29.3565	0.0000
68.0000	5.7867	-28.9703	0.0000
68.1000	8.6837	-28.2907	0.0000
68.2000	11.5128	-27.3213	0.0000
68.3000	14.2449	-26.0690	0.0000
68.4000	16.8518	-24.5435	0.0000
68.5000	19.3062	-22.7573	0.0000
68.6000	21.5819	-20.7257	0.0000
68.7000	23.6545	-18.4665	0.0000
68.8000	25.5012	-16.0001	0.0000
68.9000	27.1012	-13.3490	0.0000
69.0000	28.4361	-10.5378	0.0000
69.1000	29.4898	-7.5932	0.0000
69.2000	30.2492	-4.5433	0.0000
69.3000	30.7035	-1.4173	0.0000
69.4000	30.8452	1.7540	0.0000
69.5000	30.6698	4.9395	0.0000
69.6000	30.1759	8.1075	0.0000
69.7000	29.3651	11.2261	0.0000
69.8000	28.2425	14.2636	0.0000
69.9000	26.8161	17.1889	0.0000
70.0000	25.0973	19.9715	0.0000
70.1000	23.1001	22.5822	0.0000
70.2000	20.8419	24.9932	0.0000
70.3000	18.3426	27.1784	0.0000
70.4000	15.6247	29.1137	0.0000
70.5000	12.7134	30.7771	0.0000
70.6000	9.6356	32.1495	0.0000
70.7000	6.4207	33.2140	0.0000
70.8000	3.0993	33.9571	0.0000
70.9000	-0.2964	34.3680	0.0000
71.0000	-3.7332	34.4394	0.0000
71.1000	-7.1772	34.1671	0.0000
71.2000	-10.5939	33.5504	0.0000
71.3000	-13.9489	32.5920	0.0000
71.4000	-17.2081	31.2981	0.0000
71.5000	-20.3379	29.6783	0.0000
71.6000	-23.3057	27.7455	0.0000
71.7000	-26.0803	25.5159	0.0000
71.8000	-28.6319	23.0089	0.0000
71.9000	-30.9328	20.2467	0.0000
72.0000	-32.9574	17.2544	0.0000
72.1000	-34.6829	14.0597	0.0000
72.2000	-36.0888	10.6924	0.0000
72.3000	-37.1581	7.1845	0.0000
72.4000	-37.8765	3.5697	0.0000
72.5000	-38.2335	-0.1170	0.0000
72.6000	-38.2218	-3.8393	0.0000
72.7000	-37.8379	-7.5605	0.0000
72.8000	-37.0818	-11.2433	0.0000
72.9000	-35.9575	-14.8505	0.0000
73.0000	-34.4725	-18.3452	0.0000
73.1000	-32.6379	-21.6915	0.0000
73.2000	-30.4688	-24.8542	0.0000
73.3000	-27.9834	-27.8001	0.0000
73.4000	-25.2033	-30.4975	0.0000
73.5000	-22.1536	-32.9168	0.0000
73.6000	-18.8619	-35.0312	0.0000
73.7000	-15.3588	-36.8163	0.0000
73.8000	-11.6772	-38.2512	0.0000
73.9000	-7.8521	-39.3179	0.0000
74.0000	-3.9203	-40.0022	0.0000
74.1000	0.0800	-40.2932	0.0000
74.2000	4.1093	-40.1842	0.0000
74.3000	8.1277	-39.6723	0.0000
74.4000	12.0949	-38.7585	0.0000
74.5000	15.9708	-37.4480	0.0000
74.6000	19.7156	-35.7499	0.0000
74.7000	23.2906	-33.6774	0.0000
74.8000	26.6583	-31.2473	0.0000
74.9000	29.7830	-28.4805	0.0000
75.0000	32.6311	-25.4012	0.0000
75.1000	35.1712	-22.0371	0.0000
75.2000	37.3749	-18.4189	0.0000
75.3000	39.2168	-14.5805	0.0000
75.4000	40.6748	-10.5578	0.0000
75.5000	41.7306	-6.3893	0.0000
75.6000	42.3695	-2.1152	0.0000
75.7000	42.5811	2.2227	0.0000
75.8000	42.3588	6.5818	0.0000
75.9000	41.7006	10.9187	0.0000
76.0000	40.6087	15.1898	0.0000
76.1000	39.0898	19.3516	0.0000
76.2000	37.1546	23.3616	0.0000
76.3000	34.8184	27.1781	0.0000
76.4000	32.1006	30.7609	0.0000
76.5000	29.0245	34.0720	0.0000
76.6000	25.6173	37.0754	0.0000
76.7000	21.9098	39.7382	0.0000
76.8000	17.9360	42.0302	0.0000
76.9000	13.7330	43.9248	0.0000
77.0000	9.3405	45.3990	0.0000
77.1000	4.8006	46.4341	0.0000
77.2000	0.1572	47.0152	0.0000
77.3000	-4.5443	47.1319	0.0000
77.4000	-9.2575	46.7784	0.0000
77.5000	-13.9354	45.9537	0.0000
77.6000	-18.5307	44.6611	0.0000
77.7000	-22.9969	42.9091	0.0000
77.8000	-27.2878	40.7104	0.0000
77.9000	-31.3588	38.0826	0.0000
78.0000	-35.1671	35.0477	0.0000
78.1000	-38.6718	31.6320	0.0000
78.2000	-41.8350	27.8658	0.0000
78.3000	-44.6216	23.7833	0.0000
78.4000	-47.0000	19.4222	0.0000
78.5000	-48.9422	14.8232	0.0000
78.6000	-50.4245	10.0300	0.0000
78.7000	-51.4275	5.0885	0.0000
78.8000	-51.9363	0.0468	0.0000
78.9000	-51.9410	-5.0459	0.0000
79.0000	-51.4364	-10.1390	0.0000
79.1000	-50.4225	-15.1816	0.0000
79.2000	-48.9044	-20.1229	0.0000
79.3000	-46.8921	-24.9123	0.0000
79.4000	-44.4009	-29.5005	0.0000
79.5000	-41.4508	-33.8396	0.0000
79.6000	-38.0668	-37.8837	0.0000
79.7000	-34.2785	-41.5894	0.0000
79.8000	-30.1195	-44.9162	0.0000
79.9000	-25.6279	-47.8272	0.0000
80.0000	-20.8452	-50.2890	0.0000
80.1000	-15.8163	-52.2725	0.0000
80.2000	-10.5891	-53.7531	0.0000
80.3000	-5.2137	-54.7110	0.0000
80.4000	0.2574	-55.1314	0.0000
80.5000	5.7705	-55.0047	0.0000
80.6000	11.2710	-54.3266	0.0000
80.7000	16.7036	-53.0985	0.0000
80.8000	22.0135	-51.3271	0.0000
80.9000	27.1462	-49.0248	0.0000
81.0000	32.0487	-46.2092	0.0000
81.1000	36.6696	-42.9033	0.0000
81.2000	40.9599	-39.1354	0.0000
81.3000	44.8735	-34.9384	0.0000
81.4000	48.3673	-30.3500	0.0000
81.5000	51.4023	-25.4123	0.0000
81.6000	53.9435	-20.1711	0.0000
81.7000	55.9606	-14.6757	0.0000
81.8000	57.4282	-8.9786	0.0000
81.9000	58.3261	-3.1348	0.0000
82.0000	58.6395	2.7988	0.0000
82.1000	58.3597	8.7637	0.0000
82.2000	57.4833	14.7007	0.0000
82.3000	56.0132	20.5500	0.0000
82.4000	53.9582	26.2524	0.0000
82.5000	51.3330	31.7492	0.0000
82.6000	48.1581	36.9835	0.0000
82.7000	44.4597	41.9003	0.0000
82.8000	40.2697	46.4472	0.0000
82.9000	35.6250	50.5752	0.0000
83.0000	30.5674	54.2387	0.0000
83.1000	25.1436	57.3965	0.0000
83.2000	19.4039	60.0118	0.0000
83.3000	13.4027	62.0532	0.0000
83.4000	7.1974	63.4945	0.0000
83.5000	0.8480	64.3152	0.0000
83.6000	-5.5836	64.5010	0.0000
83.7000	-12.0337	64.0437	0.0000
83.8000	-18.4380	62.9413	0.0000
83.9000	-24.7321	61.1985	0.0000
84.0000	-30.8520	58.8263	0.0000
84.1000	-36.7346	55.8421	0.0000
84.2000	-42.3188	52.2696	0.0000
84.3000	-47.5458	48.1387	0.0000
84.4000	-52.3597	43.4852	0.0000
84.5000	-56.7082	38.3502	0.0000
84.6000	-60.5432	32.7804	0.0000
84.7000	-63.8212	26.8271	0.0000
84.8000	-66.5039	20.5459	0.0000
84.9000	-68.5585	13.9965	0.0000
85.0000	-69.9582	7.2417	0.0000
85.1000	-70.6824	0.3469	0.0000
85.2000	-70.7170	-6.6204	0.0000
85.3000	-70.0550	-13.5911	0.0000
85.4000	-68.6959	-20.4956	0.0000
85.5000	-66.6463	-27.2642	0.0000
85.6000	-63.9199	-33.8278	0.0000
85.7000	-60.5371	-40.1188	0.0000
85.8000	-56.5253	-46.0715	0.0000
85.9000	-51.9181	-51.6230	0.0000
86.0000	-46.7558	-56.7139	0.0000
86.1000	-41.0844	-61.2884	0.0000
86.2000	-34.9556	-65.2959	0.0000
86.3000	-28.4260	-68.6904	0.0000
86.4000	-21.5569	-71.4320	0.0000
86.5000	-14.4137	-73.4867	0.0000
86.6000	-7.0651	-74.8271	0.0000
86.7000	0.4176	-75.4326	0.0000
86.8000	7.9609	-75.2898	0.0000
86.9000	15.4899	-74.3928	0.0000
87.0000	22.9292	-72.7428	0.0000
87.1000	30.2034	-70.3489	0.0000
87.2000	37.2383	-67.2275	0.0000
87.3000	43.9611	-63.4027	0.0000
87.4000	50.3013	-58.9056	0.0000
87.5000	56.1919	-53.7744	0.0000
87.6000	61.5693	-48.0542	0.0000
87.7000	66.3748	-41.7963	0.0000
87.8000	70.5544	-35.0578	0.0000
87.9000	74.0602	-27.9014	0.0000
88.0000	76.8503	-20.3944	0.0000
88.1000	78.8898	-12.6083	0.0000
88.2000	80.1506	-4.6184	0.0000
88.3000	80.6124	3.4977	0.0000
88.4000	80.2627	11.6599	0.0000
88.5000	79.0967	19.7872	0.0000
88.6000	77.1179	27.7979	0.0000
88.7000	74.3382	35.6107	0.0000
88.8000	70.7771	43.1455	0.0000
88.9000	66.4625	50.3242	0.0000
89.0000	61.4301	57.0714	0.0000
89.1000	55.7230	63.3155	0.0000
89.2000	49.3914	68.9888	0.0000
89.3000	42.4926	74.0289	0.0000
89.4000	35.0897	78.3792	0.0000
89.5000	27.2518	81.9891	0.0000
89.6000	19.0528	84.8153	0.0000
89.7000	10.5713	86.8216	0.0000
89.8000	1.8892	87.9797	0.0000
89.9000	-6.9088	88.2696	0.0000
90.0000	-15.7358	87.6797	0.0000
90.1000	-24.5037	86.2072	0.0000
90.2000	-33.1245	83.8578	0.0000
90.3000	-41.5102	80.6463	0.0000
90.4000	-49.5749	76.5963	0.0000
90.5000	-57.2345	71.7398	0.0000
90.6000	-64.4085	66.1174	0.0000
90.7000	-71.0202	59.7775	0.0000
90.8000	-76.9980	52.7765	0.0000
90.9000	-82.2756	45.1777	0.0000
91.0000	-86.7934	37.0511	0.0000
91.1000	-90.4985	28.4728	0.0000
91.2000	-93.3458	19.5240	0.0000
91.3000	-95.2982	10.2904	0.0000
91.4000	-96.3272	0.8616	0.0000
91.5000	-96.4134	-8.6702	0.0000
91.6000	-95.5464	-18.2105	0.0000
91.7000	-93.7253	-27.6641	0.0000
91.8000	-90.9589	-36.9357	0.0000
91.9000	-87.2653	-45.9306	0.0000
92.0000	-82.6723	-54.5561	0.0000
92.1000	-77.2167	-62.7223	0.0000
92.2000	-70.9444	-70.3430	0.0000
92.3000	-63.9101	-77.3364	0.0000
92.4000	-56.1765	-83.6265	0.0000
92.5000	-47.8139	-89.1431	0.0000
92.6000	-38.8995	-93.8235	0.0000
92.7000	-29.5172	-97.6124	0.0000
92.8000	-19.7559	-100.4632	0.0000
92.9000	-9.7096	-102.3378	0.0000
93.0000	0.5241	-103.2077	0.0000
93.1000	10.8449	-103.0543	0.0000
93.2000	21.1503	-101.8688	0.0000
93.3000	31.3372	-99.6528	0.0000
93.4000	41.3025	-96.4181	0.0000
93.5000	50.9443	-92.1868	0.0000
93.6000	60.1630	-86.9914	0.0000
93.7000	68.8621	-80.8741	0.0000
93.8000	76.9495	-73.8869	0.0000
93.9000	84.3382	-66.0909	0.0000
94.0000	90.9473	-57.5561	0.0000
94.1000	96.7029	-48.3604	0.0000
94.2000	101.5390	-38.5891	0.0000
94.3000	105.3979	-28.3342	0.0000
94.4000	108.2313	-17.6934	0.0000
94.5000	110.0006	-6.7693	0.0000
94.6000	110.6776	4.3318	0.0000
94.7000	110.2444	15.5006	0.0000
94.8000	108.6943	26.6260	0.0000
94.9000	106.0317	37.5964	0.0000
95.0000	102.2721	48.3006	0.0000
95.1000	97.4420	58.6288	0.0000
95.2000	91.5791	68.4740	0.0000
95.3000	84.7317	77.7329	0.0000
95.4000	76.9584	86.3071	0.0000
95.5000	68.3277	94.1039	0.0000
95.6000	58.9173	101.0377	0.0000
95.7000	48.8136	107.0304	0.0000
95.8000	38.1105	112.0128	0.0000
95.9000	26.9092	115.9249	0.0000
96.0000	15.3167	118.7168	0.0000
96.1000	3.4451	120.3495	0.0000
96.2000	-8.5899	120.7950	0.0000
96.3000	-20.6694	120.0370	0.0000
96.4000	-32.6731	118.0710	0.0000
96.5000	-44.4802	114.9047	0.0000
96.6000	-55.9706	110.5577	0.0000
96.7000	-67.0264	105.0616	0.0000
96.8000	-77.5326	98.4600	0.0000
96.9000	-87.3786	90.8077	0.0000
97.0000	-96.4594	82.1709	0.0000
97.1000	-104.6764	72.6260	0.0000
97.2000	-111.9390	62.2593	0.0000
97.3000	-118.1650	51.1664	0.0000
97.4000	-123.2816	39.4509	0.0000
97.5000	-127.2267	27.2237	0.0000
97.6000	-129.9491	14.6021	0.0000
97.7000	-131.4093	1.7082	0.0000
97.8000	-131.5801	-11.3318	0.0000
97.9000	-130.4469	-24.3888	0.0000
98.0000	-128.0080	-37.3325	0.0000
98.1000	-124.2748	-50.0323	0.0000
98.2000	-119.2716	-62.3587	0.0000
98.3000	-113.0357	-74.1849	0.0000
98.4000	-105.6172	-85.3875	0.0000
98.5000	-97.0785	-95.8482	0.0000
98.6000	-87.4936	-105.4550	0.0000
98.7000	-76.9481	-114.1034	0.0000
98.8000	-65.5378	-121.6972	0.0000
98.9000	-53.3681	-128.1500	0.0000
99.0000	-40.5531	-133.3858	0.0000
99.1000	-27.2145	-137.3401	0.0000
99.2000	-13.4805	-139.9606	0.0000
99.3000	0.5156	-141.2076	0.0000
99.4000	14.6363	-141.0551	0.0000
99.5000	28.7418	-139.4904	0.0000
99.6000	42.6909	-136.5152	0.0000
99.7000	56.3424	-132.1452	0.0000
99.8000	69.5569	-126.4099	0.0000
99.9000	82.1979	-119.3532	0.0000
100.0000	94.1332	-111.0324	0.0000
