t	x	y	z
71.8000	-1.8543	0.5897	35.9000
71.9000	-1.9039	0.5023	35.9500
72.0000	-1.9445	0.4104	36.0000
72.1000	-1.9758	0.3148	36.0500
72.2000	-1.9973	0.2167	36.1000
72.3000	-2.0090	0.1169	36.1500
72.4000	-2.0107	0.0164	36.2000
72.5000	-2.0023	-0.0838	36.2500
72.6000	-1.9840	-0.1826	36.3000
72.7000	-1.9559	-0.2791	36.3500
72.8000	-1.9183	-0.3723	36.4000
72.9000	-1.8717	-0.4613	36.4500
73.0000	-1.8163	-0.5452	36.5000
73.1000	-1.7529	-0.6232	36.5500
73.2000	-1.6820	-0.6944	36.6000
73.3000	-1.6044	-0.7582	36.6500
73.4000	-1.5208	-0.8140	36.7000
73.5000	-1.4320	-0.8611	36.7500
73.6000	-1.3390	-0.8992	36.8000
73.7000	-1.2427	-0.9278	36.8500
73.8000	-1.1440	-0.9466	36.9000
73.9000	-1.0439	-0.9555	36.9500
74.0000	-0.9434	-0.9544	37.0000
74.1000	-0.8435	-0.9432	37.0500
74.2000	-0.7452	-0.9221	37.1000
74.3000	-0.6495	-0.8914	37.1500
74.4000	-0.5574	-0.8512	37.2000
74.5000	-0.4698	-0.8021	37.2500
74.6000	-0.3874	-0.7444	37.3000
74.7000	-0.3113	-0.6789	37.3500
74.8000	-0.2420	-0.6060	37.4000
74.9000	-0.1804	-0.5267	37.4500
75.0000	-0.1270	-0.4415	37.5000
75.1000	-0.0823	-0.3515	37.5500
75.2000	-0.0469	-0.2574	37.6000
75.3000	-0.0210	-0.1603	37.6500
75.4000	-0.0049	-0.0611	37.7000
75.5000	0.0012	0.0392	37.7500
75.6000	-0.0028	0.1396	37.8000
75.7000	-0.0167	0.2391	37.8500
75.8000	-0.0405	0.3368	37.9000
75.9000	-0.0739	0.4315	37.9500
76.0000	-0.1166	0.5225	38.0000
76.1000	-0.1682	0.6088	38.0500
76.2000	-0.2281	0.6895	38.1000
76.3000	-0.2957	0.7638	38.1500
76.4000	-0.3705	0.8310	38.2000
76.5000	-0.4515	0.8904	38.2500
76.6000	-0.5381	0.9414	38.3000
76.7000	-0.6294	0.9835	38.3500
76.8000	-0.7244	1.0163	38.4000
76.9000	-0.8222	1.0395	38.4500
77.0000	-0.9218	1.0528	38.5000
77.1000	-1.0222	1.0561	38.5500
77.2000	-1.1225	1.0494	38.6000
77.3000	-1.2216	1.0327	38.6500
77.4000	-1.3185	1.0061	38.7000
77.5000	-1.4123	0.9701	38.7500
77.6000	-1.5021	0.9249	38.8000
77.7000	-1.5869	0.8709	38.8500
77.8000	-1.6659	0.8088	38.9000
77.9000	-1.7383	0.7391	38.9500
78.0000	-1.8033	0.6625	39.0000
78.1000	-1.8605	0.5798	39.0500
78.2000	-1.9090	0.4918	39.1000
78.3000	-1.9486	0.3995	39.1500
78.4000	-1.9788	0.3036	39.2000
78.5000	-1.9992	0.2052	39.2500
78.6000	-2.0097	0.1052	39.3000
78.7000	-2.0102	0.0047	39.3500
78.8000	-2.0007	-0.0953	39.4000
78.9000	-1.9812	-0.1939	39.4500
79.0000	-1.9520	-0.2901	39.5000
79.1000	-1.9134	-0.3828	39.5500
79.2000	-1.8657	-0.4713	39.6000
79.3000	-1.8094	-0.5545	39.6500
79.4000	-1.7451	-0.6318	39.7000
79.5000	-1.6734	-0.7022	39.7500
79.6000	-1.5950	-0.7651	39.8000
79.7000	-1.5108	-0.8199	39.8500
79.8000	-1.4215	-0.8660	39.9000
79.9000	-1.3280	-0.9030	39.9500
80.0000	-1.2314	-0.9305	40.0000
80.1000	-1.1324	-0.9481	40.0500
80.2000	-1.0322	-0.9559	40.1000
80.3000	-0.9317	-0.9536	40.1500
80.4000	-0.8320	-0.9413	40.2000
80.5000	-0.7340	-0.9191	40.2500
80.6000	-0.6387	-0.8872	40.3000
80.7000	-0.5470	-0.8460	40.3500
80.8000	-0.4599	-0.7958	40.4000
80.9000	-0.3783	-0.7372	40.4500
81.0000	-0.3029	-0.6708	40.5000
81.1000	-0.2345	-0.5972	40.5500
81.2000	-0.1738	-0.5171	40.6000
81.3000	-0.1213	-0.4313	40.6500
81.4000	-0.0777	-0.3408	40.7000
81.5000	-0.0434	-0.2463	40.7500
81.6000	-0.0186	-0.1489	40.8000
81.7000	-0.0037	-0.0496	40.8500
81.8000	0.0012	0.0508	40.9000
81.9000	-0.0039	0.1512	40.9500
82.0000	-0.0189	0.2506	41.0000
82.1000	-0.0439	0.3479	41.0500
82.2000	-0.0784	0.4423	41.1000
82.3000	-0.1221	0.5328	41.1500
82.4000	-0.1747	0.6184	41.2000
82.5000	-0.2355	0.6984	41.2500
82.6000	-0.3041	0.7719	41.3000
82.7000	-0.3796	0.8383	41.3500
82.8000	-0.4613	0.8967	41.4000
82.9000	-0.5485	0.9467	41.4500
83.0000	-0.6402	0.9878	41.5000
83.1000	-0.7356	1.0195	41.5500
83.2000	-0.8336	1.0415	41.6000
83.3000	-0.9334	1.0537	41.6500
83.4000	-1.0339	1.0558	41.7000
83.5000	-1.1341	1.0479	41.7500
83.6000	-1.2330	1.0301	41.8000
83.7000	-1.3296	1.0025	41.8500
83.8000	-1.4230	0.9653	41.9000
83.9000	-1.5122	0.9191	41.9500
84.0000	-1.5963	0.8641	42.0000
84.1000	-1.6746	0.8011	42.0500
84.2000	-1.7462	0.7306	42.1000
84.3000	-1.8104	0.6532	42.1500
84.4000	-1.8665	0.5699	42.2000
84.5000	-1.9141	0.4813	42.2500
84.6000	-1.9526	0.3885	42.3000
84.7000	-1.9816	0.2923	42.3500
84.8000	-2.0009	0.1937	42.4000
84.9000	-2.0103	0.0936	42.4500
85.0000	-2.0096	-0.0069	42.5000
85.1000	-1.9989	-0.1068	42.5500
85.2000	-1.9783	-0.2052	42.6000
85.3000	-1.9480	-0.3010	42.6500
85.4000	-1.9083	-0.3933	42.7000
85.5000	-1.8596	-0.4812	42.7500
85.6000	-1.8023	-0.5638	42.8000
85.7000	-1.7371	-0.6403	42.8500
85.8000	-1.6646	-0.7099	42.9000
85.9000	-1.5855	-0.7719	42.9500
86.0000	-1.5007	-0.8257	43.0000
86.1000	-1.4108	-0.8708	43.0500
86.2000	-1.3170	-0.9067	43.1000
86.3000	-1.2200	-0.9330	43.1500
86.4000	-1.1209	-0.9496	43.2000
86.5000	-1.0206	-0.9561	43.2500
86.6000	-0.9201	-0.9527	43.3000
86.7000	-0.8205	-0.9392	43.3500
86.8000	-0.7228	-0.9159	43.4000
86.9000	-0.6279	-0.8829	43.4500
87.0000	-0.5367	-0.8406	43.5000
87.1000	-0.4502	-0.7895	43.5500
87.2000	-0.3692	-0.7299	43.6000
87.3000	-0.2946	-0.6626	43.6500
87.4000	-0.2270	-0.5882	43.7000
87.5000	-0.1673	-0.5074	43.7500
87.6000	-0.1158	-0.4211	43.8000
87.7000	-0.0733	-0.3300	43.8500
87.8000	-0.0400	-0.2352	43.9000
87.9000	-0.0164	-0.1375	43.9500
88.0000	-0.0026	-0.0380	44.0000
88.1000	0.0012	0.0625	44.0500
88.2000	-0.0051	0.1628	44.1000
88.3000	-0.0213	0.2619	44.1500
88.4000	-0.0474	0.3590	44.2000
88.5000	-0.0830	0.4530	44.2500
88.6000	-0.1278	0.5430	44.3000
88.7000	-0.1813	0.6280	44.3500
88.8000	-0.2431	0.7073	44.4000
88.9000	-0.3125	0.7800	44.4500
89.0000	-0.3887	0.8454	44.5000
89.1000	-0.4711	0.9030	44.5500
89.2000	-0.5589	0.9519	44.6000
89.3000	-0.6511	0.9919	44.6500
89.4000	-0.7468	1.0226	44.7000
89.5000	-0.8451	1.0435	44.7500
89.6000	-0.9450	1.0545	44.8000
89.7000	-1.0455	1.0554	44.8500
89.8000	-1.1456	1.0464	44.9000
89.9000	-1.2443	1.0274	44.9500
90.0000	-1.3406	0.9986	45.0000
90.1000	-1.4335	0.9604	45.0500
90.2000	-1.5222	0.9131	45.1000
90.3000	-1.6057	0.8572	45.1500
90.4000	-1.6833	0.7933	45.2000
90.5000	-1.7540	0.7219	45.2500
90.6000	-1.8173	0.6439	45.3000
90.7000	-1.8725	0.5599	45.3500
90.8000	-1.9190	0.4708	45.4000
90.9000	-1.9564	0.3775	45.4500
91.0000	-1.9844	0.2810	45.5000
91.1000	-2.0025	0.1821	45.5500
91.2000	-2.0107	0.0820	45.6000
91.3000	-2.0089	-0.0185	45.6500
91.4000	-1.9971	-0.1183	45.7000
91.5000	-1.9753	-0.2164	45.7500
91.6000	-1.9439	-0.3119	45.8000
91.7000	-1.9031	-0.4037	45.8500
91.8000	-1.8534	-0.4911	45.9000
91.9000	-1.7952	-0.5730	45.9500
92.0000	-1.7291	-0.6487	46.0000
92.1000	-1.6558	-0.7175	46.0500
92.2000	-1.5760	-0.7785	46.1000
92.3000	-1.4905	-0.8314	46.1500
92.4000	-1.4002	-0.8754	46.2000
92.5000	-1.3059	-0.9102	46.2500
92.6000	-1.2086	-0.9354	46.3000
92.7000	-1.1093	-0.9508	46.3500
92.8000	-1.0089	-0.9562	46.4000
92.9000	-0.9085	-0.9516	46.4500
93.0000	-0.8091	-0.9370	46.5000
93.1000	-0.7116	-0.9125	46.5500
93.2000	-0.6171	-0.8785	46.6000
93.3000	-0.5264	-0.8351	46.6500
93.4000	-0.4405	-0.7830	46.7000
93.5000	-0.3602	-0.7225	46.7500
93.6000	-0.2864	-0.6544	46.8000
93.7000	-0.2197	-0.5792	46.8500
93.8000	-0.1609	-0.4977	46.9000
93.9000	-0.1104	-0.4108	46.9500
94.0000	-0.0689	-0.3192	47.0000
94.1000	-0.0368	-0.2240	47.0500
94.2000	-0.0143	-0.1261	47.1000
94.3000	-0.0017	-0.0264	47.1500
94.4000	0.0010	0.0741	47.2000
94.5000	-0.0065	0.1743	47.2500
94.6000	-0.0239	0.2733	47.3000
94.7000	-0.0510	0.3701	47.3500
94.8000	-0.0877	0.4636	47.4000
94.9000	-0.1335	0.5531	47.4500
95.0000	-0.1881	0.6375	47.5000
95.1000	-0.2507	0.7161	47.5500
95.2000	-0.3209	0.7880	47.6000
95.3000	-0.3980	0.8525	47.6500
95.4000	-0.4811	0.9091	47.7000
95.5000	-0.5694	0.9571	47.7500
95.6000	-0.6620	0.9960	47.8000
95.7000	-0.7581	1.0255	47.8500
95.8000	-0.8566	1.0452	47.9000
95.9000	-0.9566	1.0551	47.9500
96.0000	-1.0571	1.0549	48.0000
96.1000	-1.1571	1.0447	48.0500
96.2000	-1.2556	1.0245	48.1000
96.3000	-1.3515	0.9947	48.1500
96.4000	-1.4440	0.9554	48.2000
96.5000	-1.5322	0.9071	48.2500
96.6000	-1.6150	0.8502	48.3000
96.7000	-1.6918	0.7854	48.3500
96.8000	-1.7617	0.7132	48.4000
96.9000	-1.8241	0.6344	48.4500
97.0000	-1.8783	0.5498	48.5000
97.1000	-1.9238	0.4602	48.5500
97.2000	-1.9602	0.3665	48.6000
97.3000	-1.9870	0.2696	48.6500
97.4000	-2.0040	0.1706	48.7000
97.5000	-2.0110	0.0703	48.7500
97.6000	-2.0080	-0.0301	48.8000
97.7000	-1.9951	-0.1298	48.8500
97.8000	-1.9722	-0.2276	48.9000
97.9000	-1.9397	-0.3227	48.9500
98.0000	-1.8978	-0.4141	49.0000
98.1000	-1.8471	-0.5008	49.0500
98.2000	-1.7879	-0.5821	49.1000
98.3000	-1.7210	-0.6570	49.1500
98.4000	-1.6469	-0.7249	49.2000
98.5000	-1.5664	-0.7851	49.2500
98.6000	-1.4803	-0.8369	49.3000
98.7000	-1.3894	-0.8799	49.3500
98.8000	-1.2948	-0.9136	49.4000
98.9000	-1.1972	-0.9377	49.4500
99.0000	-1.0977	-0.9520	49.5000
99.1000	-0.9973	-0.9562	49.5500
99.2000	-0.8970	-0.9504	49.6000
99.3000	-0.7977	-0.9347	49.6500
99.4000	-0.7005	-0.9091	49.7000
99.5000	-0.6064	-0.8739	49.7500
99.6000	-0.5162	-0.8295	49.8000
99.7000	-0.4309	-0.7764	49.8500
99.8000	-0.3513	-0.7150	49.9000
99.9000	-0.2783	-0.6460	49.9500
100.0000	-0.2125	-0.5700	50.0000
