t	x	y	z
63.8000	-0.3526	0.8161	0.0000
63.9000	-0.4322	0.8773	0.0000
64.0000	-0.5176	0.9303	0.0000
64.1000	-0.6079	0.9746	0.0000
64.2000	-0.7021	1.0096	0.0000
64.3000	-0.7993	1.0350	0.0000
64.4000	-0.8986	1.0506	0.0000
64.5000	-0.9989	1.0562	0.0000
64.6000	-1.0993	1.0518	0.0000
64.7000	-1.1988	1.0374	0.0000
64.8000	-1.2963	1.0131	0.0000
64.9000	-1.3909	0.9793	0.0000
65.0000	-1.4817	0.9362	0.0000
65.1000	-1.5677	0.8842	0.0000
65.2000	-1.6481	0.8239	0.0000
65.3000	-1.7221	0.7559	0.0000
65.4000	-1.7890	0.6808	0.0000
65.5000	-1.8480	0.5995	0.0000
65.6000	-1.8986	0.5126	0.0000
65.7000	-1.9403	0.4212	0.0000
65.8000	-1.9726	0.3261	0.0000
65.9000	-1.9953	0.2282	0.0000
66.0000	-2.0082	0.1285	0.0000
66.1000	-2.0110	0.0280	0.0000
66.2000	-2.0038	-0.0722	0.0000
66.3000	-1.9866	-0.1712	0.0000
66.4000	-1.9597	-0.2681	0.0000
66.5000	-1.9232	-0.3617	0.0000
66.6000	-1.8775	-0.4512	0.0000
66.7000	-1.8232	-0.5358	0.0000
66.8000	-1.7607	-0.6145	0.0000
66.9000	-1.6906	-0.6865	0.0000
67.0000	-1.6137	-0.7512	0.0000
67.1000	-1.5308	-0.8080	0.0000
67.2000	-1.4426	-0.8561	0.0000
67.3000	-1.3500	-0.8953	0.0000
67.4000	-1.2540	-0.9250	0.0000
67.5000	-1.1555	-0.9449	0.0000
67.6000	-1.0555	-0.9550	0.0000
67.7000	-0.9550	-0.9550	0.0000
67.8000	-0.8550	-0.9450	0.0000
67.9000	-0.7565	-0.9251	0.0000
68.0000	-0.6605	-0.8954	0.0000
68.1000	-0.5679	-0.8563	0.0000
68.2000	-0.4797	-0.8082	0.0000
68.3000	-0.3967	-0.7515	0.0000
68.4000	-0.3197	-0.6869	0.0000
68.5000	-0.2497	-0.6148	0.0000
68.6000	-0.1871	-0.5362	0.0000
68.7000	-0.1327	-0.4517	0.0000
68.8000	-0.0870	-0.3621	0.0000
68.9000	-0.0505	-0.2685	0.0000
69.0000	-0.0235	-0.1717	0.0000
69.1000	-0.0063	-0.0727	0.0000
69.2000	0.0010	0.0275	0.0000
69.3000	-0.0018	0.1280	0.0000
69.4000	-0.0146	0.2277	0.0000
69.5000	-0.0372	0.3256	0.0000
69.6000	-0.0695	0.4207	0.0000
69.7000	-0.1112	0.5122	0.0000
69.8000	-0.1618	0.5991	0.0000
69.9000	-0.2207	0.6804	0.0000
70.0000	-0.2875	0.7555	0.0000
70.1000	-0.3615	0.8236	0.0000
70.2000	-0.4419	0.8839	0.0000
70.3000	-0.5279	0.9359	0.0000
70.4000	-0.6186	0.9791	0.0000
70.5000	-0.7132	1.0130	0.0000
70.6000	-0.8107	1.0373	0.0000
70.7000	-0.9102	1.0518	0.0000
70.8000	-1.0106	1.0562	0.0000
70.9000	-1.1109	1.0507	0.0000
71.0000	-1.2102	1.0351	0.0000
71.1000	-1.3074	1.0097	0.0000
71.2000	-1.4017	0.9748	0.0000
71.3000	-1.4919	0.9306	0.0000
71.4000	-1.5773	0.8776	0.0000
71.5000	-1.6570	0.8164	0.0000
71.6000	-1.7302	0.7475	0.0000
71.7000	-1.7962	0.6717	0.0000
71.8000	-1.8543	0.5897	0.0000
71.9000	-1.9039	0.5023	0.0000
72.0000	-1.9445	0.4104	0.0000
72.1000	-1.9758	0.3148	0.0000
72.2000	-1.9973	0.2167	0.0000
72.3000	-2.0090	0.1169	0.0000
72.4000	-2.0107	0.0164	0.0000
72.5000	-2.0023	-0.0838	0.0000
72.6000	-1.9840	-0.1826	0.0000
72.7000	-1.9559	-0.2791	0.0000
72.8000	-1.9183	-0.3723	0.0000
72.9000	-1.8717	-0.4613	0.0000
73.0000	-1.8163	-0.5452	0.0000
73.1000	-1.7529	-0.6232	0.0000
73.2000	-1.6820	-0.6944	0.0000
73.3000	-1.6044	-0.7582	0.0000
73.4000	-1.5208	-0.8140	0.0000
73.5000	-1.4320	-0.8611	0.0000
73.6000	-1.3390	-0.8992	0.0000
73.7000	-1.2427	-0.9278	0.0000
73.8000	-1.1440	-0.9466	0.0000
73.9000	-1.0439	-0.9555	0.0000
74.0000	-0.9434	-0.9544	0.0000
74.1000	-0.8435	-0.9432	0.0000
74.2000	-0.7452	-0.9221	0.0000
74.3000	-0.6495	-0.8914	0.0000
74.4000	-0.5574	-0.8512	0.0000
74.5000	-0.4698	-0.8021	0.0000
74.6000	-0.3874	-0.7444	0.0000
74.7000	-0.3113	-0.6789	0.0000
74.8000	-0.2420	-0.6060	0.0000
74.9000	-0.1804	-0.5267	0.0000
75.0000	-0.1270	-0.4415	0.0000
75.1000	-0.0823	-0.3515	0.0000
75.2000	-0.0469	-0.2574	0.0000
75.3000	-0.0210	-0.1603	0.0000
75.4000	-0.0049	-0.0611	0.0000
75.5000	0.0012	0.0392	0.0000
75.6000	-0.0028	0.1396	0.0000
75.7000	-0.0167	0.2391	0.0000
75.8000	-0.0405	0.3368	0.0000
75.9000	-0.0739	0.4315	0.0000
76.0000	-0.1166	0.5225	0.0000
76.1000	-0.1682	0.6088	0.0000
76.2000	-0.2281	0.6895	0.0000
76.3000	-0.2957	0.7638	0.0000
76.4000	-0.3705	0.8310	0.0000
76.5000	-0.4515	0.8904	0.0000
76.6000	-0.5381	0.9414	0.0000
76.7000	-0.6294	0.9835	0.0000
76.8000	-0.7244	1.0163	0.0000
76.9000	-0.8222	1.0395	0.0000
77.0000	-0.9218	1.0528	0.0000
77.1000	-1.0222	1.0561	0.0000
77.2000	-1.1225	1.0494	0.0000
77.3000	-1.2216	1.0327	0.0000
77.4000	-1.3185	1.0061	0.0000
77.5000	-1.4123	0.9701	0.0000
77.6000	-1.5021	0.9249	0.0000
77.7000	-1.5869	0.8709	0.0000
77.8000	-1.6659	0.8088	0.0000
77.9000	-1.7383	0.7391	0.0000
78.0000	-1.8033	0.6625	0.0000
78.1000	-1.8605	0.5798	0.0000
78.2000	-1.9090	0.4918	0.0000
78.3000	-1.9486	0.3995	0.0000
78.4000	-1.9788	0.3036	0.0000
78.5000	-1.9992	0.2052	0.0000
78.6000	-2.0097	0.1052	0.0000
78.7000	-2.0102	0.0047	0.0000
78.8000	-2.0007	-0.0953	0.0000
78.9000	-1.9812	-0.1939	0.0000
79.0000	-1.9520	-0.2901	0.0000
79.1000	-1.9134	-0.3828	0.0000
79.2000	-1.8657	-0.4713	0.0000
79.3000	-1.8094	-0.5545	0.0000
79.4000	-1.7451	-0.6318	0.0000
79.5000	-1.6734	-0.7022	0.0000
79.6000	-1.5950	-0.7651	0.0000
79.7000	-1.5108	-0.8199	0.0000
79.8000	-1.4215	-0.8660	0.0000
79.9000	-1.3280	-0.9030	0.0000
80.0000	-1.2314	-0.9305	0.0000
80.1000	-1.1324	-0.9481	0.0000
80.2000	-1.0322	-0.9559	0.0000
80.3000	-0.9317	-0.9536	0.0000
80.4000	-0.8320	-0.9413	0.0000
80.5000	-0.7340	-0.9191	0.0000
80.6000	-0.6387	-0.8872	0.0000
80.7000	-0.5470	-0.8460	0.0000
80.8000	-0.4599	-0.7958	0.0000
80.9000	-0.3783	-0.7372	0.0000
81.0000	-0.3029	-0.6708	0.0000
81.1000	-0.2345	-0.5972	0.0000
81.2000	-0.1738	-0.5171	0.0000
81.3000	-0.1213	-0.4313	0.0000
81.4000	-0.0777	-0.3408	0.0000
81.5000	-0.0434	-0.2463	0.0000
81.6000	-0.0186	-0.1489	0.0000
81.7000	-0.0037	-0.0496	0.0000
81.8000	0.0012	0.0508	0.0000
81.9000	-0.0039	0.1512	0.0000
82.0000	-0.0189	0.2506	0.0000
82.1000	-0.0439	0.3479	0.0000
82.2000	-0.0784	0.4423	0.0000
82.3000	-0.1221	0.5328	0.0000
82.4000	-0.1747	0.6184	0.0000
82.5000	-0.2355	0.6984	0.0000
82.6000	-0.3041	0.7719	0.0000
82.7000	-0.3796	0.8383	0.0000
82.8000	-0.4613	0.8967	0.0000
82.9000	-0.5485	0.9467	0.0000
83.0000	-0.6402	0.9878	0.0000
83.1000	-0.7356	1.0195	0.0000
83.2000	-0.8336	1.0415	0.0000
83.3000	-0.9334	1.0537	0.0000
83.4000	-1.0339	1.0558	0.0000
83.5000	-1.1341	1.0479	0.0000
83.6000	-1.2330	1.0301	0.0000
83.7000	-1.3296	1.0025	0.0000
83.8000	-1.4230	0.9653	0.0000
83.9000	-1.5122	0.9191	0.0000
84.0000	-1.5963	0.8641	0.0000
84.1000	-1.6746	0.8011	0.0000
84.2000	-1.7462	0.7306	0.0000
84.3000	-1.8104	0.6532	0.0000
84.4000	-1.8665	0.5699	0.0000
84.5000	-1.9141	0.4813	0.0000
84.6000	-1.9526	0.3885	0.0000
84.7000	-1.9816	0.2923	0.0000
84.8000	-2.0009	0.1937	0.0000
84.9000	-2.0103	0.0936	0.0000
85.0000	-2.0096	-0.0069	0.0000
85.1000	-1.9989	-0.1068	0.0000
85.2000	-1.9783	-0.2052	0.0000
85.3000	-1.9480	-0.3010	0.0000
85.4000	-1.9083	-0.3933	0.0000
85.5000	-1.8596	-0.4812	0.0000
85.6000	-1.8023	-0.5638	0.0000
85.7000	-1.7371	-0.6403	0.0000
85.8000	-1.6646	-0.7099	0.0000
85.9000	-1.5855	-0.7719	0.0000
86.0000	-1.5007	-0.8257	0.0000
86.1000	-1.4108	-0.8708	0.0000
86.2000	-1.3170	-0.9067	0.0000
86.3000	-1.2200	-0.9330	0.0000
86.4000	-1.1209	-0.9496	0.0000
86.5000	-1.0206	-0.9561	0.0000
86.6000	-0.9201	-0.9527	0.0000
86.7000	-0.8205	-0.9392	0.0000
86.8000	-0.7228	-0.9159	0.0000
86.9000	-0.6279	-0.8829	0.0000
87.0000	-0.5367	-0.8406	0.0000
87.1000	-0.4502	-0.7895	0.0000
87.2000	-0.3692	-0.7299	0.0000
87.3000	-0.2946	-0.6626	0.0000
87.4000	-0.2270	-0.5882	0.0000
87.5000	-0.1673	-0.5074	0.0000
87.6000	-0.1158	-0.4211	0.0000
87.7000	-0.0733	-0.3300	0.0000
87.8000	-0.0400	-0.2352	0.0000
87.9000	-0.0164	-0.1375	0.0000
88.0000	-0.0026	-0.0380	0.0000
88.1000	0.0012	0.0625	0.0000
88.2000	-0.0051	0.1628	0.0000
88.3000	-0.0213	0.2619	0.0000
88.4000	-0.0474	0.3590	0.0000
88.5000	-0.0830	0.4530	0.0000
88.6000	-0.1278	0.5430	0.0000
88.7000	-0.1813	0.6280	0.0000
88.8000	-0.2431	0.7073	0.0000
88.9000	-0.3125	0.7800	0.0000
89.0000	-0.3887	0.8454	0.0000
89.1000	-0.4711	0.9030	0.0000
89.2000	-0.5589	0.9519	0.0000
89.3000	-0.6511	0.9919	0.0000
89.4000	-0.7468	1.0226	0.0000
89.5000	-0.8451	1.0435	0.0000
89.6000	-0.9450	1.0545	0.0000
89.7000	-1.0455	1.0554	0.0000
89.8000	-1.1456	1.0464	0.0000
89.9000	-1.2443	1.0274	0.0000
90.0000	-1.3406	0.9986	0.0000
90.1000	-1.4335	0.9604	0.0000
90.2000	-1.5222	0.9131	0.0000
90.3000	-1.6057	0.8572	0.0000
90.4000	-1.6833	0.7933	0.0000
90.5000	-1.7540	0.7219	0.0000
90.6000	-1.8173	0.6439	0.0000
90.7000	-1.8725	0.5599	0.0000
90.8000	-1.9190	0.4708	0.0000
90.9000	-1.9564	0.3775	0.0000
91.0000	-1.9844	0.2810	0.0000
91.1000	-2.0025	0.1821	0.0000
91.2000	-2.0107	0.0820	0.0000
91.3000	-2.0089	-0.0185	0.0000
91.4000	-1.9971	-0.1183	0.0000
91.5000	-1.9753	-0.2164	0.0000
91.6000	-1.9439	-0.3119	0.0000
91.7000	-1.9031	-0.4037	0.0000
91.8000	-1.8534	-0.4911	0.0000
91.9000	-1.7952	-0.5730	0.0000
92.0000	-1.7291	-0.6487	0.0000
92.1000	-1.6558	-0.7175	0.0000
92.2000	-1.5760	-0.7785	0.0000
92.3000	-1.4905	-0.8314	0.0000
92.4000	-1.4002	-0.8754	0.0000
92.5000	-1.3059	-0.9102	0.0000
92.6000	-1.2086	-0.9354	0.0000
92.7000	-1.1093	-0.9508	0.0000
92.8000	-1.0089	-0.9562	0.0000
92.9000	-0.9085	-0.9516	0.0000
93.0000	-0.8091	-0.9370	0.0000
93.1000	-0.7116	-0.9125	0.0000
93.2000	-0.6171	-0.8785	0.0000
93.3000	-0.5264	-0.8351	0.0000
93.4000	-0.4405	-0.7830	0.0000
93.5000	-0.3602	-0.7225	0.0000
93.6000	-0.2864	-0.6544	0.0000
93.7000	-0.2197	-0.5792	0.0000
93.8000	-0.1609	-0.4977	0.0000
93.9000	-0.1104	-0.4108	0.0000
94.0000	-0.0689	-0.3192	0.0000
94.1000	-0.0368	-0.2240	0.0000
94.2000	-0.0143	-0.1261	0.0000
94.3000	-0.0017	-0.0264	0.0000
94.4000	0.0010	0.0741	0.0000
94.5000	-0.0065	0.1743	0.0000
94.6000	-0.0239	0.2733	0.0000
94.7000	-0.0510	0.3701	0.0000
94.8000	-0.0877	0.4636	0.0000
94.9000	-0.1335	0.5531	0.0000
95.0000	-0.1881	0.6375	0.0000
95.1000	-0.2507	0.7161	0.0000
95.2000	-0.3209	0.7880	0.0000
95.3000	-0.3980	0.8525	0.0000
95.4000	-0.4811	0.9091	0.0000
95.5000	-0.5694	0.9571	0.0000
95.6000	-0.6620	0.9960	0.0000
95.7000	-0.7581	1.0255	0.0000
95.8000	-0.8566	1.0452	0.0000
95.9000	-0.9566	1.0551	0.0000
96.0000	-1.0571	1.0549	0.0000
96.1000	-1.1571	1.0447	0.0000
96.2000	-1.2556	1.0245	0.0000
96.3000	-1.3515	0.9947	0.0000
96.4000	-1.4440	0.9554	0.0000
96.5000	-1.5322	0.9071	0.0000
96.6000	-1.6150	0.8502	0.0000
96.7000	-1.6918	0.7854	0.0000
96.8000	-1.7617	0.7132	0.0000
96.9000	-1.8241	0.6344	0.0000
97.0000	-1.8783	0.5498	0.0000
97.1000	-1.9238	0.4602	0.0000
97.2000	-1.9602	0.3665	0.0000
97.3000	-1.9870	0.2696	0.0000
97.4000	-2.0040	0.1706	0.0000
97.5000	-2.0110	0.0703	0.0000
97.6000	-2.0080	-0.0301	0.0000
97.7000	-1.9951	-0.1298	0.0000
97.8000	-1.9722	-0.2276	0.0000
97.9000	-1.9397	-0.3227	0.0000
98.0000	-1.8978	-0.4141	0.0000
98.1000	-1.8471	-0.5008	0.0000
98.2000	-1.7879	-0.5821	0.0000
98.3000	-1.7210	-0.6570	0.0000
98.4000	-1.6469	-0.7249	0.0000
98.5000	-1.5664	-0.7851	0.0000
98.6000	-1.4803	-0.8369	0.0000
98.7000	-1.3894	-0.8799	0.0000
98.8000	-1.2948	-0.9136	0.0000
98.9000	-1.1972	-0.9377	0.0000
99.0000	-1.0977	-0.9520	0.0000
99.1000	-0.9973	-0.9562	0.0000
99.2000	-0.8970	-0.9504	0.0000
99.3000	-0.7977	-0.9347	0.0000
99.4000	-0.7005	-0.9091	0.0000
99.5000	-0.6064	-0.8739	0.0000
99.6000	-0.5162	-0.8295	0.0000
99.7000	-0.4309	-0.7764	0.0000
99.8000	-0.3513	-0.7150	0.0000
99.9000	-0.2783	-0.6460	0.0000
100.0000	-0.2125	-0.5700	0.0000
